bank,path,blob_sha1,headline_status,normalized,compile_gate,compile_codes,voice_leaf_gate,fx_leaves_gate,fx_rng_gate,wavetable_leaf_gate,routing_leaves_gate,fidelity_contract_gate,essentiality_listening,fx_required,b4_prediction,slates,reasons
contributor,resources/data/patches_3rdparty/Aleksey Zhehanov/Strings/Harp.fxp,4f316a7f43eba60c40e9a7ca5de095a5775aeb21,unsupported,PASS,FAIL,oscillator_family_not_in_bundle;polylimit_reduction_required,,,,,,,,EQ;Reverb 2,unsupported,,also_requires_edit:polylimit_reduction_required;scan_code:oscillator_family_not_in_bundle;scan_code:polylimit_reduction_required
contributor,resources/data/patches_3rdparty/Aleksey Zhehanov/Strings/Lo-Fi Strings.fxp,5e6e56277bfa67e2c0371d0b757f6c992a30e7b1,unsupported,PASS,FAIL,effect_class_not_in_bundle;oscillator_family_not_in_bundle,,,,,,,,Delay;EQ;EQ;Graphic EQ;Reverb 2,unsupported,,scan_code:effect_class_not_in_bundle;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/Aleksey Zhehanov/Strings/Pizzicato Strings.fxp,0b1c78a74b21c53908635ceaf53dd2dd9551f23d,unresolved,PASS,PASS,,NOT_RUN,STALE,,,,STALE,,EQ;Reverb 2;Reverb 2,supported,,"leaf_not_landed:fx:Reverb 2(#58);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:EQ(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
contributor,resources/data/patches_3rdparty/Aleksey Zhehanov/Strings/String Section.fxp,b87a57cf8c5d8ddb2ecdb1a5a2aa7c6223ccf730,unsupported,PASS,FAIL,effect_class_not_in_bundle;polylimit_reduction_required,,,,,,,,Delay;Delay;EQ;Graphic EQ;Graphic EQ;Resonator;Reverb 2;Reverb 2,unsupported,,also_requires_edit:polylimit_reduction_required;scan_code:effect_class_not_in_bundle;scan_code:polylimit_reduction_required
contributor,resources/data/patches_3rdparty/Aleksey Zhehanov/Vox/Otamatone.fxp,da6238c4395b6343cb8aff4017a545285732363c,unsupported,PASS,FAIL,effect_class_not_in_bundle,,,,,,,,Delay;Graphic EQ;Resonator;Reverb 2,unsupported,,scan_code:effect_class_not_in_bundle
contributor,resources/data/patches_3rdparty/Aleksey Zhehanov/Winds/Alto Sax MW+AT.fxp,6e14f473c5d70a21f2f889f7dc272adf85136522,unsupported,PASS,FAIL,effect_class_not_in_bundle,,,,,,,,Delay;Graphic EQ;Graphic EQ;Reverb 2,unsupported,,scan_code:effect_class_not_in_bundle
contributor,resources/data/patches_3rdparty/Aleksey Zhehanov/Winds/Alto Sax.fxp,5eb985f269bf6989119d2486df120fc5b7d3af9d,unsupported,PASS,FAIL,effect_class_not_in_bundle,,,,,,,,Delay;Graphic EQ;Graphic EQ;Reverb 2,unsupported,,scan_code:effect_class_not_in_bundle
contributor,resources/data/patches_3rdparty/Aleksey Zhehanov/Winds/Lyrical Flute.fxp,1e6ed5c490c32fa60a95e895ca9722b5efac9d4e,unsupported,PASS,FAIL,effect_class_not_in_bundle;oscillator_family_not_in_bundle,,,,,,,,Convolution;Convolution;Delay;Graphic EQ,unsupported,,scan_code:effect_class_not_in_bundle;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/Aleksey Zhehanov/Winds/Soprano Sax.fxp,ff532fd9ad5fde476e51a618a6a84f3d4c9e6c78,unsupported,PASS,FAIL,effect_class_not_in_bundle,,,,,,,,Delay;EQ;Resonator;Resonator;Reverb 2;Reverb 2,unsupported,,scan_code:effect_class_not_in_bundle
contributor,resources/data/patches_3rdparty/Aleksey Zhehanov/Winds/Subtractive Flute.fxp,714656ee8bc73e766a8448de27e8d179e9dc6cec,unsupported,PASS,FAIL,effect_class_not_in_bundle;oscillator_family_not_in_bundle,,,,,,,,Convolution;Convolution;Delay;Graphic EQ;Resonator,unsupported,,scan_code:effect_class_not_in_bundle;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/Altenberg/Basses/Aggressive.fxp,5ce26d67be585be7ca8b9d4f0c97311d8c2588db,unsupported,PASS,FAIL,effect_class_not_in_bundle;oscillator_family_not_in_bundle,,,,,,,BLOCKED,Airwindows:Capacitor(aw46);Airwindows:Mojo(aw5);Conditioner;Mid-Side Tool;Waveshaper,unsupported,slate-256-balanced,scan_code:effect_class_not_in_bundle;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/Altenberg/Basses/Ancient FM.fxp,9e796f283f2d4b2a69de6198878d57c34f6d86c3,unsupported,PASS,FAIL,effect_class_not_in_bundle,,,,,,,,Airwindows:DeRez(aw15);Airwindows:Drive(aw30);Chorus,unsupported,,scan_code:effect_class_not_in_bundle
contributor,resources/data/patches_3rdparty/Altenberg/Basses/Ayay.fxp,c80005fd4cf687b6e8d6e0265b2d5fc1cb1a5587,unsupported,PASS,FAIL,effect_class_not_in_bundle;oscillator_family_not_in_bundle,,,,,,,,Airwindows:Mojo(aw5);Conditioner;Mid-Side Tool;Reverb 2;Waveshaper,unsupported,,scan_code:effect_class_not_in_bundle;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/Altenberg/Basses/Boog.fxp,d420acd5935a45d92051d484944622ca8152e5ca,unsupported,PASS,FAIL,effect_class_not_in_bundle,,,BLOCKED,,,,,Airwindows:To Tape(aw42);Mid-Side Tool;Spring Reverb,unsupported,,rng_stream_unpinnable:Spring Reverb(DR-0013;#122->#12;coverage-reduction-published);scan_code:effect_class_not_in_bundle
contributor,resources/data/patches_3rdparty/Altenberg/Basses/Burial.fxp,caab976662e6f4effa4a158f666cbc665a07c540,unresolved,PASS,NO_VERDICT,effect_class_not_in_bundle;mseg_or_formula_contents_not_exported,,,,,,,,Chorus;Mid-Side Tool;Reverb 2,unresolved,,scan_code:effect_class_not_in_bundle;scan_code:mseg_or_formula_contents_not_exported
contributor,resources/data/patches_3rdparty/Altenberg/Basses/Digivex.fxp,ea28a4663d1bfc792f9334d3583e76f987cbf261,unsupported,PASS,FAIL,effect_class_not_in_bundle;oscillator_family_not_in_bundle,,,BLOCKED,,,,,Chorus;Mid-Side Tool;Spring Reverb,unsupported,,rng_stream_unpinnable:Spring Reverb(DR-0013;#122->#12;coverage-reduction-published);scan_code:effect_class_not_in_bundle;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/Altenberg/Basses/Hate.fxp,cd6cdeda0e1d9c6420dfd354a820684b38f9a28f,unsupported,PASS,FAIL,effect_class_not_in_bundle,,,,,,,,Airwindows:To Tape(aw42);Chorus;Mid-Side Tool,unsupported,,scan_code:effect_class_not_in_bundle
contributor,resources/data/patches_3rdparty/Altenberg/Basses/Mammoth.fxp,b7d30da8215e032353bc530d7a473373220f9186,unsupported,PASS,FAIL,effect_class_not_in_bundle;oscillator_family_not_in_bundle,,,,,,,,Airwindows:Capacitor(aw46);Airwindows:Mojo(aw5);Mid-Side Tool;Waveshaper,unsupported,,scan_code:effect_class_not_in_bundle;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/Altenberg/Basses/Neuro.fxp,8ce961f20bb762667eea6d661621f76d84a349b7,unsupported,PASS,FAIL,effect_class_not_in_bundle,,,,,,,,Airwindows:Capacitor(aw46);Airwindows:To Tape(aw42);Flanger;Mid-Side Tool;Reverb 2,unsupported,,scan_code:effect_class_not_in_bundle
contributor,resources/data/patches_3rdparty/Altenberg/Basses/Orbit.fxp,4b3aba734d59595200d2dee17f602723dac94f25,unsupported,PASS,FAIL,airwindows_algorithm_not_selected;effect_class_not_in_bundle;oscillator_family_not_in_bundle,,,,,,,,Airwindows:Compresaturator(aw3);Airwindows:MatrixVerb(aw51);Airwindows:To Tape(aw42);Mid-Side Tool,unsupported,,scan_code:airwindows_algorithm_not_selected;scan_code:effect_class_not_in_bundle;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/Altenberg/Basses/Piercing.fxp,d02d14ea299bf15a113c10c3b5aef6f98f40df55,unresolved,PASS,NO_VERDICT,mseg_or_formula_contents_not_exported,,,,,,,,Chorus;Conditioner,unresolved,,scan_code:mseg_or_formula_contents_not_exported
contributor,resources/data/patches_3rdparty/Altenberg/Basses/Rampage.fxp,bdc490f4fd5c19e4c1f2001b6e8255c8fa409af4,unsupported,PASS,FAIL,effect_class_not_in_bundle;oscillator_family_not_in_bundle,,,BLOCKED,,,,,Airwindows:To Tape(aw42);Spring Reverb,unsupported,,rng_stream_unpinnable:Spring Reverb(DR-0013;#122->#12;coverage-reduction-published);scan_code:effect_class_not_in_bundle;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/Altenberg/Basses/Rounded.fxp,4403d52200f19737cdd9a355b4aeb474b81bb3e3,unsupported,PASS,FAIL,effect_class_not_in_bundle,,,,,,,,Airwindows:To Tape(aw42),unsupported,,scan_code:effect_class_not_in_bundle
contributor,resources/data/patches_3rdparty/Altenberg/Basses/Useful.fxp,bf4dc13f90c3c8d7197fae38894e8186cd738f6c,unsupported,PASS,FAIL,effect_class_not_in_bundle;oscillator_family_not_in_bundle,,,,,,,,Airwindows:To Tape(aw42);Chorus;Mid-Side Tool,unsupported,,scan_code:effect_class_not_in_bundle;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/Altenberg/Basses/Waw.fxp,43d1757b51b91af74931a106e968970eadd342b1,unsupported,PASS,FAIL,effect_class_not_in_bundle,,,,,,,,Airwindows:To Tape(aw42);Chorus;Mid-Side Tool;Reverb 2,unsupported,,scan_code:effect_class_not_in_bundle
contributor,resources/data/patches_3rdparty/Altenberg/Drums/Closed Hat.fxp,b097ef183b3d7702b1d2cfc25323e15247fa535a,unresolved,PASS,NO_VERDICT,mseg_or_formula_contents_not_exported,,,,,,,,,unresolved,,scan_code:mseg_or_formula_contents_not_exported
contributor,resources/data/patches_3rdparty/Altenberg/Drums/Kick 1.fxp,b86f7ad8ba39ba605ec96cb57e43fe227437cefa,unsupported,PASS,FAIL,airwindows_algorithm_not_selected;effect_class_not_in_bundle,,,,,,,BLOCKED,Airwindows:Compresaturator(aw3);Airwindows:Drum Slam(aw45);Airwindows:To Tape(aw42);Mid-Side Tool;Reverb 2;Waveshaper,unsupported,slate-256-balanced;slate-256-contributor-lean,scan_code:airwindows_algorithm_not_selected;scan_code:effect_class_not_in_bundle
contributor,resources/data/patches_3rdparty/Altenberg/Drums/Kick 2.fxp,da34d3e53c64d9831788da036b2eb635f5dc17bd,unsupported,PASS,FAIL,effect_class_not_in_bundle,,,,,,,BLOCKED,Airwindows:Compresaturator(aw3);Airwindows:Iron Oxide(aw41);EQ;Graphic EQ;Waveshaper,unsupported,slate-256-balanced,scan_code:effect_class_not_in_bundle
contributor,resources/data/patches_3rdparty/Altenberg/Drums/Kick 3.fxp,54a7968b21999b6ffb1c00990a1294c29ca4af1c,unsupported,PASS,FAIL,airwindows_algorithm_not_selected;effect_class_not_in_bundle,,,,,,,,Airwindows:Hard Vacuum(aw33);Airwindows:To Tape(aw42),unsupported,,scan_code:airwindows_algorithm_not_selected;scan_code:effect_class_not_in_bundle
contributor,resources/data/patches_3rdparty/Altenberg/Drums/Kick 4.fxp,11a72689c3a39dfe584bd177368554b6e16f2bc6,unsupported,PASS,FAIL,effect_class_not_in_bundle,,,,,,,BLOCKED,Airwindows:Compresaturator(aw3);Airwindows:Iron Oxide(aw41);EQ;Graphic EQ;Waveshaper,unsupported,slate-256-balanced,scan_code:effect_class_not_in_bundle
contributor,resources/data/patches_3rdparty/Altenberg/Drums/Kick Lo-Fi.fxp,11388bb8827de1d16897f576aa4ac6501ef94458,unsupported,PASS,FAIL,effect_class_not_in_bundle,,,,,,,,Airwindows:Compresaturator(aw3);Airwindows:Iron Oxide(aw41);EQ;Waveshaper,unsupported,,scan_code:effect_class_not_in_bundle
contributor,resources/data/patches_3rdparty/Altenberg/Drums/Linn Kick Tape.fxp,f282ac93417313f9bf44232c5cf7ad432157847e,unsupported,PASS,FAIL,airwindows_algorithm_not_selected;effect_class_not_in_bundle,,,,,,,,Airwindows:Hard Vacuum(aw33);Airwindows:Iron Oxide(aw41);Airwindows:To Tape(aw42),unsupported,,scan_code:airwindows_algorithm_not_selected;scan_code:effect_class_not_in_bundle
contributor,resources/data/patches_3rdparty/Altenberg/Drums/Snare 1.fxp,664ddc46620254a7b1005d2d19de10343c06745a,unsupported,PASS,FAIL,effect_class_not_in_bundle;oscillator_family_not_in_bundle,,,,,,,,Airwindows:Capacitor(aw46);Airwindows:To Tape(aw42);Reverb 1,unsupported,,scan_code:effect_class_not_in_bundle;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/Altenberg/Drums/Snare 2.fxp,dc0f2554b78273b032c3f0dbe2c3904b25fa65a2,unsupported,PASS,FAIL,effect_class_not_in_bundle,,,,,,,,Airwindows:To Tape(aw42);Reverb 2,unsupported,,scan_code:effect_class_not_in_bundle
contributor,resources/data/patches_3rdparty/Altenberg/FX/Ritual.fxp,c5635ee68b51831a164c4773b4291746edc831e8,unsupported,PASS,FAIL,airwindows_algorithm_not_selected;effect_class_not_in_bundle;oscillator_family_not_in_bundle,,,,,,,,Airwindows:Capacitor(aw46);Airwindows:To Tape(aw42);Airwindows:Verbity(aw52);Ensemble;Graphic EQ,unsupported,,scan_code:airwindows_algorithm_not_selected;scan_code:effect_class_not_in_bundle;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/Altenberg/FX/Shore.fxp,e0c8107755b359c69527aa22508ea7762991ac3d,unsupported,PASS,FAIL,oscillator_family_not_in_bundle,,,,,,,,Reverb 2,unsupported,,scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/Altenberg/FX/Swoosh.fxp,97fa3e31913cb8490b638a67cf677be583d97393,unresolved,PASS,PASS,,NOT_RUN,NOT_RUN,,,,STALE,,Reverb 2,supported,,"leaf_not_landed:fx:Reverb 2(#58);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
contributor,resources/data/patches_3rdparty/Altenberg/FX/Water.fxp,a3cbbeef8278dd793a5a19de48dfc09863dd6ccc,unresolved,PASS,NO_VERDICT,airwindows_algorithm_not_selected;effect_class_not_in_bundle;mseg_or_formula_contents_not_exported;oscillator_family_not_in_bundle,,,,,,,,Airwindows:Noise(aw19);Airwindows:Noise(aw19);Nimbus;Nimbus,unresolved,,scan_code:airwindows_algorithm_not_selected;scan_code:effect_class_not_in_bundle;scan_code:mseg_or_formula_contents_not_exported;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/Altenberg/Guitars/Temple.fxp,3c8e6d56f4055a68a5a266ebb25f530c888f21cf,unsupported,PASS,FAIL,effect_class_not_in_bundle;oscillator_family_not_in_bundle,,,,,,,,Airwindows:Galactic(aw49);Airwindows:To Tape(aw42),unsupported,,scan_code:effect_class_not_in_bundle;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/Altenberg/Keys/Clave.fxp,ea5fe289feae77884cbdb78a8b926feb689d782c,unresolved,PASS,PASS,,NOT_RUN,NOT_RUN,,,,STALE,,Reverb 2,supported,,"leaf_not_landed:fx:Reverb 2(#58);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
contributor,resources/data/patches_3rdparty/Altenberg/Leads/AOE.fxp,427dedd36235aae88b1d1ffe6fa2f2f1e3adb128,unresolved,PASS,PASS,,NOT_RUN,STALE,,,,STALE,,Conditioner;Delay,supported,,"leaf_not_landed:fx:Conditioner(#54);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
contributor,resources/data/patches_3rdparty/Altenberg/Leads/Sine Lead.fxp,d4402c44dfbc42a7e66255077594fc2beff84820,unsupported,PASS,FAIL,effect_class_not_in_bundle,,,,,,,,Airwindows:Capacitor(aw46);Airwindows:Galactic(aw49),unsupported,,scan_code:effect_class_not_in_bundle
contributor,resources/data/patches_3rdparty/Altenberg/Organs/Organish.fxp,15eb356b6504e4db5a5b10b50379d8302fb20c6e,unsupported,PASS,FAIL,effect_class_not_in_bundle;oscillator_family_not_in_bundle;polylimit_reduction_required,,,,,,,,Airwindows:Capacitor(aw46);Airwindows:Galactic(aw49);Combulator;Graphic EQ;Nimbus,unsupported,,also_requires_edit:polylimit_reduction_required;scan_code:effect_class_not_in_bundle;scan_code:oscillator_family_not_in_bundle;scan_code:polylimit_reduction_required
contributor,resources/data/patches_3rdparty/Altenberg/Pads/Alone.fxp,0aa09b38d05357f7249551bd2cedbe71dd11be80,unsupported,PASS,FAIL,airwindows_algorithm_not_selected;effect_class_not_in_bundle;oscillator_family_not_in_bundle,,,,,,,,Airwindows:Capacitor(aw46);Airwindows:MatrixVerb(aw51);Delay,unsupported,,scan_code:airwindows_algorithm_not_selected;scan_code:effect_class_not_in_bundle;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/Altenberg/Pads/Beating.fxp,a6019062e999bbe2e876631a5b4b1fd75347190b,unsupported,PASS,FAIL,effect_class_not_in_bundle,,,,,,,,Freq Shift;Reverb 2,unsupported,,scan_code:effect_class_not_in_bundle
contributor,resources/data/patches_3rdparty/Altenberg/Pads/Bowed.fxp,7b17ac881a45c3e45dc606a428cf401a015d2c7d,unsupported,PASS,FAIL,airwindows_algorithm_not_selected;effect_class_not_in_bundle,,,,,,,,Airwindows:Focus(aw31);Reverb 2,unsupported,,scan_code:airwindows_algorithm_not_selected;scan_code:effect_class_not_in_bundle
contributor,resources/data/patches_3rdparty/Altenberg/Pads/Cyber Pad.fxp,da9451b0fe78d205c76c966ee64edf3fc22654e4,unsupported,PASS,FAIL,airwindows_algorithm_not_selected;effect_class_not_in_bundle;oscillator_family_not_in_bundle,,,,,,,,Airwindows:Chamber(aw54);Delay,unsupported,,scan_code:airwindows_algorithm_not_selected;scan_code:effect_class_not_in_bundle;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/Altenberg/Pads/Dark Pulse.fxp,59d2d89e9652779b2d822357ab09f329cab658f1,unsupported,PASS,FAIL,effect_class_not_in_bundle;oscillator_family_not_in_bundle,,,,,,,BLOCKED,Airwindows:Capacitor(aw46);Airwindows:Galactic(aw49);Mid-Side Tool;Nimbus;Phaser,unsupported,slate-256-balanced;slate-256-contributor-lean;slate-256-factory-lean,scan_code:effect_class_not_in_bundle;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/Altenberg/Pads/Ghost Past.fxp,17a99032f7d7cc647c0565b6a6b94396cbdf6890,unsupported,PASS,FAIL,airwindows_algorithm_not_selected;effect_class_not_in_bundle,,,,,,,BLOCKED,Airwindows:Bright Ambience(aw21);Airwindows:Capacitor(aw46);Airwindows:Compresaturator(aw3);Airwindows:MatrixVerb(aw51);Mid-Side Tool,unsupported,slate-256-balanced;slate-256-contributor-lean,scan_code:airwindows_algorithm_not_selected;scan_code:effect_class_not_in_bundle
contributor,resources/data/patches_3rdparty/Altenberg/Pads/Journey.fxp,c5328b36870adf62e7724346bb6c00be01ac7924,unsupported,PASS,FAIL,airwindows_algorithm_not_selected;effect_class_not_in_bundle,,,BLOCKED,,,,,Airwindows:MatrixVerb(aw51);Tape,unsupported,,rng_stream_unpinnable:Tape(DR-0013;#122->#12;coverage-reduction-published);scan_code:airwindows_algorithm_not_selected;scan_code:effect_class_not_in_bundle
contributor,resources/data/patches_3rdparty/Altenberg/Pads/Keep Waiting.fxp,a6e83e96d554485a019dae31213ee230afd2961a,unsupported,PASS,FAIL,effect_class_not_in_bundle;oscillator_family_not_in_bundle,,,BLOCKED,,,,BLOCKED,Airwindows:Capacitor(aw46);Airwindows:Galactic(aw49);Tape;Waveshaper;Waveshaper,unsupported,slate-256-contributor-lean,rng_stream_unpinnable:Tape(DR-0013;#122->#12;coverage-reduction-published);scan_code:effect_class_not_in_bundle;scan_code:oscillator_family_not_in_bundle
contributor,resources/data/patches_3rdparty/Altenberg/Pads/Mana Quest.fxp,68f61989568701dc525b4385d6b1c31870a71f9f,unsupported,PASS,FAIL,airwindows_algorithm_not_selected;effect_class_not_in_bundle;oscillator_family_not_in_bundle,,,,,,,BLOCKED,Airwindows:Galactic(aw49);Airwindows:To Tape(aw42);Airwindows:Verbity(aw52);Nimbus,unsupported,slate-256-balanced;slate-256-contributor-lean;slate-256-factory-lean,scan_code:airwindows_algorithm_not_selected;scan_code:effect_class_not_in_bundle;scan_code:oscillator_family_not_in_bundle
